cve_municipio,municipio,localidad,cve_localidad
9,GUANACEVÍ,ZAPE CHICO,086
9,GUANACEVÍ,EL ZAPE,087
9,GUANACEVÍ,LAGUNA SECA (LAS MANGAS),089
9,GUANACEVÍ,EL CEDRO,102
9,GUANACEVÍ,ARROYO DE LAS PIEDRAS,103
9,GUANACEVÍ,LA QUEBRADA,106
9,GUANACEVÍ,CENDRADILLAS,125
9,GUANACEVÍ,AGUA DEL PINO,228
9,GUANACEVÍ,ARROYO DE LAJAS (LAJAS),241
9,GUANACEVÍ,SAN FRANCISCO,280
9,GUANACEVÍ,PIEDRA BOLA,312
9,GUANACEVÍ,SAN FRANCISCO DE LOS CANO,317
9,GUANACEVÍ,EL PALOMO,395
9,GUANACEVÍ,TORO QUEMADO,984
9,GUANACEVÍ,LA LAGUNITA,992
9,GUANACEVÍ,LA CIMBRA,996
19,OTÁEZ,OTAEZ,000
19,OTÁEZ,OTAEZ,001
19,OTÁEZ,BANOME,007
19,OTÁEZ,CAMPANILLAS,010
19,OTÁEZ,LOS CARDOS,012
19,OTÁEZ,LA CIENEGUITA,019
19,OTÁEZ,CUANAS,020
19,OTÁEZ,HUAJUPA,031
19,OTÁEZ,SAN MIGUEL DE PIELAGOS,044
19,OTÁEZ,PRISCOS,046
19,OTÁEZ,EL PUERTO DE SAN RAFAEL,048
19,OTÁEZ,EL RINCON,051
19,OTÁEZ,SAN IGNACIO DE HUAPIPUJE,056
19,OTÁEZ,SAN JOSE DE BACIS,057
19,OTÁEZ,SAN MARCOS,058
19,OTÁEZ,SAN PEDRO DE AZAFRANES,060
19,OTÁEZ,SIERRA SANTA,063
19,OTÁEZ,LA SIERRITA,064
19,OTÁEZ,TEPOCATITA,066
19,OTÁEZ,ZAPOTES,073
19,OTÁEZ,LA HACIENDITA,088
19,OTÁEZ,SAN JOSE DE LA LAGUNA,113
19,OTÁEZ,MACHO BAYO,135
19,OTÁEZ,LOS ARROYOS,142
19,OTÁEZ,SAN FRANCISCO,186
19,OTÁEZ,SANTIAGO DE BOSOS II,986
19,OTÁEZ,SANTA MARIA,987
19,OTÁEZ,NUEVO PORVENIR,992
19,OTÁEZ,CEBADILLITA,997
32,SANTIAGO PAPASQUIARO,SANTIAGO PAPASQUIARO,000
32,SANTIAGO PAPASQUIARO,SANTIAGO PAPASQUIARO,001
32,SANTIAGO PAPASQUIARO,EL AGUAJITO,005
32,SANTIAGO PAPASQUIARO,LA ALAMEDA,006
32,SANTIAGO PAPASQUIARO,LOS ALGODONES,008
32,SANTIAGO PAPASQUIARO,LOS ALTARES,010
32,SANTIAGO PAPASQUIARO,ARANAS,011
32,SANTIAGO PAPASQUIARO,EL ARCO,012
32,SANTIAGO PAPASQUIARO,ATOTONILCO,014
32,SANTIAGO PAPASQUIARO,BARRAZAS,016
32,SANTIAGO PAPASQUIARO,CANATAN,020
32,SANTIAGO PAPASQUIARO,EL CAZADERO,024
32,SANTIAGO PAPASQUIARO,LA CIENEGA DE SAN JOSE,029
32,SANTIAGO PAPASQUIARO,EL ENCINAL,044
32,SANTIAGO PAPASQUIARO,LA ESTANCIA,045
32,SANTIAGO PAPASQUIARO,LAS FLORES,046
32,SANTIAGO PAPASQUIARO,FRANCISCO JAVIER LEYVA,047
32,SANTIAGO PAPASQUIARO,GARAME DE ABAJO,050
32,SANTIAGO PAPASQUIARO,GARAME DE ARRIBA,051
32,SANTIAGO PAPASQUIARO,EL GUAMUCHIL,052
32,SANTIAGO PAPASQUIARO,LOS HERRERA,055
32,SANTIAGO PAPASQUIARO,JOSE RAMON VALDEZ (EL JAGUEY),058
32,SANTIAGO PAPASQUIARO,JOSE SALOME ACOSTA (EL OLOTE),059
32,SANTIAGO PAPASQUIARO,LA LAGUNITA,060
32,SANTIAGO PAPASQUIARO,LA LOMA,063
32,SANTIAGO PAPASQUIARO,LUNA GONZALEZ,064
32,SANTIAGO PAPASQUIARO,LLANO PRIETO,065
32,SANTIAGO PAPASQUIARO,MARTINEZ DE ARRIBA,070
32,SANTIAGO PAPASQUIARO,MELCHOR OCAMPO,071
32,SANTIAGO PAPASQUIARO,JOSE MARIA MORELOS (CHINACATES),079
32,SANTIAGO PAPASQUIARO,EL NARANJITO,080
32,SANTIAGO PAPASQUIARO,LA PALESTINA,082
32,SANTIAGO PAPASQUIARO,LAS PALMAS,083
32,SANTIAGO PAPASQUIARO,LOS PASCUALES,084
32,SANTIAGO PAPASQUIARO,RINCON DE HUAJUPA,097
32,SANTIAGO PAPASQUIARO,CIENEGA DE SALPICA EL AGUA,101
32,SANTIAGO PAPASQUIARO,EL SALVADOR,102
32,SANTIAGO PAPASQUIARO,SAN DIEGO DE TENZAENS,108
32,SANTIAGO PAPASQUIARO,SANDOVALES,109
32,SANTIAGO PAPASQUIARO,SAN IGNACIO,111
32,SANTIAGO PAPASQUIARO,SAN JAVIER,112
32,SANTIAGO PAPASQUIARO,SAN JOSE DEL PACHON,115
32,SANTIAGO PAPASQUIARO,SAN JUAN DE CAMARONES,117
32,SANTIAGO PAPASQUIARO,SAN MANUEL DE LA GALERA,120
32,SANTIAGO PAPASQUIARO,SAN MIGUEL DEL CANTIL,121
32,SANTIAGO PAPASQUIARO,SAN MIGUEL DE LOS PINOS (RANCHO VIEJO),122
32,SANTIAGO PAPASQUIARO,SAN MIGUEL DE PAPASQUIARO,123
32,SANTIAGO PAPASQUIARO,SAN MIGUEL DEL ALTO,124
32,SANTIAGO PAPASQUIARO,SANTA CRUZ DE MACOS,127
32,SANTIAGO PAPASQUIARO,SANTA RITA DEL PACHON (SANTA RITA),131
32,SANTIAGO PAPASQUIARO,SANTA TERESA DEL PACHON (SANTA TERESA),134
32,SANTIAGO PAPASQUIARO,SOYUPA,138
32,SANTIAGO PAPASQUIARO,EL TAMBOR,140
32,SANTIAGO PAPASQUIARO,SAN PEDRO DE TENERAPA,142
32,SANTIAGO PAPASQUIARO,VASCOGIL,146
32,SANTIAGO PAPASQUIARO,BAJIOS DEL PINTO,148
32,SANTIAGO PAPASQUIARO,LOS OJITOS (EL YAQUI),154
32,SANTIAGO PAPASQUIARO,LAGUNA DE LA CHAPARRA (RANAS),156
32,SANTIAGO PAPASQUIARO,SAN JOSE DE FAVELAS (FAVELAS),168
32,SANTIAGO PAPASQUIARO,RINCON DE NEVAREZ,170
32,SANTIAGO PAPASQUIARO,LA CAMPANA,183
32,SANTIAGO PAPASQUIARO,NUEVO SAN DIEGO (EL CABALLO),208
32,SANTIAGO PAPASQUIARO,SANTA EFIGENIA,219
32,SANTIAGO PAPASQUIARO,EL PATIO DE ALTARES,257
32,SANTIAGO PAPASQUIARO,SAN JOSE DE CAÑAS,266
32,SANTIAGO PAPASQUIARO,LA SIERRITA,274
32,SANTIAGO PAPASQUIARO,EL PORVENIR,290
32,SANTIAGO PAPASQUIARO,EL ALAMITO,306
32,SANTIAGO PAPASQUIARO,EL COMEDERO,396
32,SANTIAGO PAPASQUIARO,LA HUERTA,399
32,SANTIAGO PAPASQUIARO,ROSA MORADA,654
32,SANTIAGO PAPASQUIARO,CORRALES BLANCOS,675
32,SANTIAGO PAPASQUIARO,CIENEGA DE NUESTRA SEÑORA DE GUADALUPE,728
32,SANTIAGO PAPASQUIARO,SAN NICOLAS DE ARRIBA,964
32,SANTIAGO PAPASQUIARO,BAJIO DE LLANO BLANCO,994
32,SANTIAGO PAPASQUIARO,LOS AYUCHES (LOS AYUTES),995
34,TAMAZULA,TAMAZULA,000
34,TAMAZULA,TAMAZULA DE VICTORIA,001
34,TAMAZULA,ACACHUANE,002
34,TAMAZULA,ACATITAN,003
34,TAMAZULA,AGUA CALIENTE,005
34,TAMAZULA,AGUA CALIENTE,006
34,TAMAZULA,AMACUABLE,021
34,TAMAZULA,AMACULI,022
34,TAMAZULA,LA BELLEZA,047
34,TAMAZULA,LA CAMPANA,066
34,TAMAZULA,EL CARRIZAL,080
34,TAMAZULA,LA CEBADILLA,090
34,TAMAZULA,LA CIENEGA DE OTATES,093
34,TAMAZULA,CIENEGA DE LOS BELTRANES,097
34,TAMAZULA,LA COFRADIA,107
34,TAMAZULA,COLOMA,108
34,TAMAZULA,LAS CRUCES,122
34,TAMAZULA,CHACALA,133
34,TAMAZULA,CHAPOTAN,136
34,TAMAZULA,EL CHICURAL,139
34,TAMAZULA,EL FRIJOLAR,160
34,TAMAZULA,EL FRIJOLAR,161
34,TAMAZULA,EL GACHUPIN,162
34,TAMAZULA,LAS GARROCHAS,163
34,TAMAZULA,GUADALUPE DE URREA,167
34,TAMAZULA,EL GUAMUCHIL,168
34,TAMAZULA,EL GUAYABO,176
34,TAMAZULA,LAS HIGUERITAS,198
34,TAMAZULA,HUIZOLIXTA,205
34,TAMAZULA,EL IGUALAMO,207
34,TAMAZULA,JALA,211
34,TAMAZULA,EL LIMON,242
34,TAMAZULA,EL LLANO REDONDO,250
34,TAMAZULA,LOS LLANITOS,252
34,TAMAZULA,LA MANTECOSA,253
34,TAMAZULA,LOS MEDIOS,256
34,TAMAZULA,LA MESA DEL RODEO,261
34,TAMAZULA,EL MUERTO,282
34,TAMAZULA,OSOS BRAVOS,293
34,TAMAZULA,EL PALMAREJO,304
34,TAMAZULA,PALMILLAS,309
34,TAMAZULA,PIE DE LA CUESTA,324
34,TAMAZULA,PIE DE LA CUESTA DE PALMILLAS,325
34,TAMAZULA,PITORREAL,335
34,TAMAZULA,EL PORTEZUELO (EL LIMONCITO),340
34,TAMAZULA,EL POTRERO DE LA VENTANA,352
34,TAMAZULA,QUEBRADA DE LOS SANCHEZ,366
34,TAMAZULA,QUENIBAS,373
34,TAMAZULA,LOS REMEDIOS,383
34,TAMAZULA,RINCON DE LOS MACEDO,386
34,TAMAZULA,RANCHO SAN DIEGO,404
34,TAMAZULA,SAN JORGE,412
34,TAMAZULA,SAN JOSE DE CHIQUERITOS,414
34,TAMAZULA,SAN JUAN,418
34,TAMAZULA,SANTA ANA,422
34,TAMAZULA,SANTA FE,425
34,TAMAZULA,SANTA GERTRUDIS,427
34,TAMAZULA,SANTA MARIA DE LOS REMEDIOS,428
34,TAMAZULA,LA SIERRITA,441
34,TAMAZULA,EL ZAPATERO,491
34,TAMAZULA,EL LIMON DE COPALQUIN,501
34,TAMAZULA,EL JAGUITAL,512
34,TAMAZULA,LOS FRAILES,515
34,TAMAZULA,EL TECUAN,516
34,TAMAZULA,TODOS SANTOS,517
34,TAMAZULA,LAS CUEVAS,519
34,TAMAZULA,LA ALAMEDA,520
34,TAMAZULA,SAN DARIO,527
34,TAMAZULA,LA VAINILLA,532
34,TAMAZULA,EL BARCO,538
34,TAMAZULA,NOROTAL,539
34,TAMAZULA,LOS VASITOS,540
34,TAMAZULA,LOS AGUAJITOS,544
34,TAMAZULA,LAS HIGUERAS,552
34,TAMAZULA,EL PALMAREJO,566
34,TAMAZULA,VETILLAS,582
34,TAMAZULA,EL DURAZNO,592
34,TAMAZULA,EL RINCON,606
34,TAMAZULA,EL CARRIZO DE LA PETACA,622
34,TAMAZULA,GUAJOLOTES,635
34,TAMAZULA,LA HIGUERA,638
34,TAMAZULA,LA CUPIA,645
34,TAMAZULA,EL PALMAR,649
34,TAMAZULA,PITO REAL,653
34,TAMAZULA,SAHUATENIPA,659
34,TAMAZULA,SAN IGNACIO,660
34,TAMAZULA,MESA DEL VENADO,669
34,TAMAZULA,EL DURAZNO,675
34,TAMAZULA,EL AGUAJE,689
34,TAMAZULA,CARRICITOS,723
34,TAMAZULA,LAS IGLESIAS,771
34,TAMAZULA,LAS LAJAS,779
34,TAMAZULA,EL CONFITAL,792
34,TAMAZULA,LAS MESAS DE LA CONCEPCION,794
34,TAMAZULA,EL PAPAGAYO,805
34,TAMAZULA,EL PINO,814
34,TAMAZULA,EL REALITO DE LA VENTANA,835
34,TAMAZULA,EL RODEO,841
34,TAMAZULA,SAN FERNANDO,861
34,TAMAZULA,LOS TEJABANES,875
34,TAMAZULA,SANTA ROSA,914
34,TAMAZULA,LA CIENEGA DEL TULE,942
34,TAMAZULA,LOS REYES,958
34,TAMAZULA,COPALQUIN,027
34,TAMAZULA,LA PRESA,103
34,TAMAZULA,EL JUDIO,105
34,TAMAZULA,EL POTRERO DE ARRIBA,106
34,TAMAZULA,VIBORILLAS,118
34,TAMAZULA,EL ZAPOTILLO,121
34,TAMAZULA,COLUTA,145
34,TAMAZULA,LA MESA ANCHA,179
34,TAMAZULA,SAN LUISITO,195
34,TAMAZULA,CHIHUAHUILLA,284
34,TAMAZULA,EL RANCHITO,346
34,TAMAZULA,SAN JUAN DEL TECUAN,923
34,TAMAZULA,SAN CAYETANO DE PERICOS DELG CO.,927
34,TAMAZULA,EL SALTITO,929
34,TAMAZULA,LAS MILPAS DE COPALQUIN,955
34,TAMAZULA,CEBADILLA DE SANTA ANA,984
34,TAMAZULA,BASTANTITA,992
34,TAMAZULA,AGUAJE DEL DURAZNO,996
35,TEPEHUANES,TEPEHUANES,000
35,TEPEHUANES,SANTA CATARINA DE TEPEHUANES,001
35,TEPEHUANES,ARROYO CHICO,005
35,TEPEHUANES,LOS BAGRES,007
35,TEPEHUANES,LA BUFA,013
35,TEPEHUANES,CAPULIN DE METATES,015
35,TEPEHUANES,CARRERAS,016
35,TEPEHUANES,CIENEGA DE ESCOBAR,020
35,TEPEHUANES,CIENEGA DE CABALLOS,021
35,TEPEHUANES,LOS CORRALES,028
35,TEPEHUANES,LAS FLORES,041
35,TEPEHUANES,EL HUACAL,045
35,TEPEHUANES,MESA DE LOS NAVAR,049
35,TEPEHUANES,METATES (METATITOS),050
35,TEPEHUANES,POTRERO DE CHAIDEZ,064
35,TEPEHUANES,PRESIDIO DE ABAJO (LA CANDELA),067
35,TEPEHUANES,LA PURISIMA,070
35,TEPEHUANES,EL REFUGIO (EL REFUGIO DE LOS LOBOS),073
35,TEPEHUANES,SAN ISIDRO DE LAS CALABAZAS (LAS CALABAZAS),078
35,TEPEHUANES,SAN JOSE DE LA BOCA,080
35,TEPEHUANES,SAN JUAN DEL NEGRO (SAN JUAN),082
35,TEPEHUANES,SAN MIGUEL DE LOBOS,085
35,TEPEHUANES,EL TAISTE,094
35,TEPEHUANES,EL TARAHUMAR,095
35,TEPEHUANES,LA ATASCOSA,097
35,TEPEHUANES,EL TULE,100
35,TEPEHUANES,YERBABUENA,102
35,TEPEHUANES,EL CONEJO,109
35,TEPEHUANES,SAN GERONIMO,125
35,TEPEHUANES,SAN RAFAEL,168
35,TEPEHUANES,JOYA DE FLORES,214
35,TEPEHUANES,LA SOLEDAD DE SAN ISIDRO (LA SOLEDAD),239
35,TEPEHUANES,LOS LLANITOS,287
35,TEPEHUANES,EL MINERAL DEL CATORCE,297
35,TEPEHUANES,EL GATO,319
35,TEPEHUANES,EL BAJIO LARGO,325
35,TEPEHUANES,BAJIOS DEL TARAHUMAR,998
37,TOPIA,TOPIA,000
37,TOPIA,TOPIA,001
37,TOPIA,EL CARMEN,044
37,TOPIA,EL DESTIERRO,070
37,TOPIA,GALANCITA,080
37,TOPIA,LOS DE DIARTE,110
37,TOPIA,EL NURITO,133
37,TOPIA,LA OJEDA,135
37,TOPIA,LOS PINOS,159
37,TOPIA,EL PLATANAR DE SIANORI,161
37,TOPIA,RANCHO DE ABAJO,180
37,TOPIA,RENTERIA,184
37,TOPIA,SAN BERNABE,197
37,TOPIA,LA SIERRITA DE SANTA BARBARA,212
37,TOPIA,RANCHO DE TIO JUAN,227
37,TOPIA,TORANCE,229
37,TOPIA,VALLE DE TOPIA,239
37,TOPIA,LA VEGA DEL OSO,246
37,TOPIA,SIANORI,365
37,TOPIA,EL COMEDERO,495
37,TOPIA,RINCON DE CRUCES,498
37,TOPIA,EL LAUREL,499
37,TOPIA,SAN ANTONIO,530
37,TOPIA,EL RINCON DE GALANCITA (EL RINCON DE LOS ALISOS),543
37,TOPIA,RINCON DE SIANORI (RINCON VIEJO),549
37,TOPIA,EL PALMAREJITO,581
37,TOPIA,ADJUNTA DE GALANCITA,888
39,NUEVO IDEAL,NUEVO IDEAL,000
39,NUEVO IDEAL,NUEVO IDEAL,001
39,NUEVO IDEAL,ASTILLEROS DE ABAJO,003
39,NUEVO IDEAL,BENITO JUAREZ (JUAREZ DE ABAJO),005
39,NUEVO IDEAL,BUENA UNION,007
39,NUEVO IDEAL,CAMPO HERMOSO,010
39,NUEVO IDEAL,CARTAGENA,015
39,NUEVO IDEAL,CHAPALA,016
39,NUEVO IDEAL,DOCTOR CASTILLO DEL VALLE (LAS HUERTAS),018
39,NUEVO IDEAL,LA ESCONDIDA,019
39,NUEVO IDEAL,ESFUERZOS UNIDOS,020
39,NUEVO IDEAL,FUENTE DEL LLANO (SANTIAGUILLO),022
39,NUEVO IDEAL,GUATIMAPE,023
39,NUEVO IDEAL,GUILLERMO PRIETO,024
39,NUEVO IDEAL,LIBERTADORES DEL LLANO (SANTA SOFIA),030
39,NUEVO IDEAL,MELCHOR OCAMPO (EL TREBOL),033
39,NUEVO IDEAL,MIGUEL NEGRETE (EL TOBOSO),034
39,NUEVO IDEAL,MODESTO QUEZADA (JUAREZ DE ARRIBA),035
39,NUEVO IDEAL,EL MOLINO,036
39,NUEVO IDEAL,EL NUEVO PORVENIR,040
39,NUEVO IDEAL,ONCE DE MARZO (TRINCHERAS),042
39,NUEVO IDEAL,PINOS ALTOS,046
39,NUEVO IDEAL,RAUL MADERO,049
39,NUEVO IDEAL,SAN JOSE DE MORILLITOS (LA PERLA),053
39,NUEVO IDEAL,SAN MIGUEL DE ALLENDE,055
39,NUEVO IDEAL,SANTO DOMINGO,060
39,NUEVO IDEAL,TEJAMEN,062
39,NUEVO IDEAL,VALLE FLORIDO (EL REFUGIO),065
39,NUEVO IDEAL,VILLA HERMOSA,068
39,NUEVO IDEAL,MAGDALENA,997
10,HIDALGO,HIDALGO,000
10,HIDALGO,VILLA HIDALGO,001
10,HIDALGO,BENJAMIN URIAS (SAN ANDRES),004
10,HIDALGO,IGNACIO VALENCIA (LOS ALAMITOS),017
10,HIDALGO,EL MIRADOR,020
10,HIDALGO,SAN BERNARDO (NUEVO SAN BERNARDO),021
10,HIDALGO,LAS PLAYAS,026
10,HIDALGO,EL PORTENTO (EL PINOLE),027
10,HIDALGO,REVOLUCION (LAS VIBORAS),029
10,HIDALGO,ROMAN ARREOLA (LA MIMBRERA),030
10,HIDALGO,SAN FERMIN,033
10,HIDALGO,VILLA UNION DE MUÑOZ (VILLA UNION),043
10,HIDALGO,LA ZARCA,044
10,HIDALGO,LA ESPERANZA,052
10,HIDALGO,EL CARRIZO,998
11,INDÉ,INDE,000
11,INDÉ,INDE,001
11,INDÉ,BUENOS AIRES (CHAPARRIENTAS),004
11,INDÉ,LAS DELICIAS,010
11,INDÉ,LA GALLEGA,013
11,INDÉ,IGNACIO ALLENDE (LOS ALLENDES),014
11,INDÉ,LOS MACHOS,015
11,INDÉ,EL PALMITO,021
11,INDÉ,LA PASTORIA,023
11,INDÉ,POTRERO DEL LLANO (BOQUILLA DEL MUERTO),026
11,INDÉ,LA PUERTA DE CABRERA (COLONIA AGRICOLA J. AGUIRRE),028
11,INDÉ,RANCHO NUEVO,029
11,INDÉ,SAN CRISTOBAL,034
11,INDÉ,SAN FRANCISCO DE ASIS,036
11,INDÉ,SAN JOSE DEL PRADO,039
11,INDÉ,SAN RAFAEL DE JICORICA,041
11,INDÉ,EL TORREON DE SAN ISIDRO,050
11,INDÉ,LA TRINIDAD,052
11,INDÉ,EL VETARRON,053
11,INDÉ,LA VICTORIA,054
11,INDÉ,LOS ZARQUEÑOS,056
11,INDÉ,SAN JOSE DE LOS PICACHOS,057
11,INDÉ,EL TIZONAZO,994
11,INDÉ,RANCHO DE PENA,997
17,OCAMPO,OCAMPO,000
17,OCAMPO,VILLA OCAMPO,001
17,OCAMPO,CANUTILLO,005
17,OCAMPO,EL ENCINO DE LA PAZ,009
17,OCAMPO,LA ESTANCIA,011
17,OCAMPO,MEXICO Y LOS LIRIOS,021
17,OCAMPO,LA NAVECILLA,024
17,OCAMPO,VILLA LAS NIEVES,025
